FullNameCache,Country,Locality,Latitude,Longitude,CollectionDateBegin,outlier_detected,outlier_status,outlier_confidence,outlier_severity,outlier_score,outlier_primary_detector,outlier_primary_field,outlier_model_count,llm_flagged,outlier_reason,outlier_summary
Potentilla anglica Laichard. subsp. anglica,Germany,"Germany: Rheinland-Pfalz. Winterspelt-Urb, NE Urbermühle, Oberrand einer Viehweide an steilem Hang, TK 5703/1. magere Stellen unter Weidezaun. Alt.: 409 m. Leg.: R. Hand & al. 6260.",50.24972152709961,6.208330154418945,,True,fuzzy,8,info,0.0754671020863438,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.208330154418945 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Potentilla anglica Laichard. subsp. anglica,Germany,"Germany: Rheinland-Pfalz. Winterspelt-Urb, NE Urbermühle, Oberrand einer Viehweide an steilem Hang, TK 5703/1. magere Stellen unter Weidezaun. Alt.: 409 m. Leg.: R. Hand & al. 6260.",50.24972152709961,6.208330154418945,,True,fuzzy,8,info,0.0754671020863438,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.208330154418945 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Cirsium vulgare (Savi) Ten. subsp. vulgare,Germany,"Germany: Rheinland-Pfalz. Winterspelt, W Dorf, mittleres Frehlenbachtal, TK 5703/3. an schattigem Waldweg. Alt.: 442 m. 02.08.2013, Leg.: R. Hand 6250.",50.2136116027832,6.19389009475708,2013-08-02,True,fuzzy,8,info,0.0755480407896354,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.19389009475708 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Cirsium vulgare (Savi) Ten. subsp. vulgare,Germany,"Germany: Rheinland-Pfalz. Winterspelt, W Dorf, mittleres Frehlenbachtal, TK 5703/3. an schattigem Waldweg. Alt.: 442 m. 02.08.2013, Leg.: R. Hand 6250.",50.2136116027832,6.19389009475708,2013-08-02,True,fuzzy,8,info,0.0755480407896354,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.19389009475708 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Cirsium vulgare (Savi) Ten. subsp. vulgare,Germany,"Germany: Rheinland-Pfalz. Winterspelt, W Dorf, mittleres Frehlenbachtal, TK 5703/3. an schattigem Waldweg. Alt.: 442 m. 02.08.2013, Leg.: R. Hand 6250.",50.2136116027832,6.19389009475708,2013-08-02,True,fuzzy,8,info,0.0755480407896354,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.19389009475708 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Euphrasia frigida Pugsley,Germany,"Deutschland, Nordrhein-Westfalen, Monschau-Kalterherberg, Perlenbachgebiet, nach NE abgehendes Nebental, magere Mähwiese am Rundweg, 50°29'58'' N, 6°15'45''E",50.49943923950195,6.262499809265137,2010-07-31,True,fuzzy,8,info,0.0751634730346868,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.262499809265137 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Potamogeton pusillus,Germany,Germany: Nordrhein-Westfalen. Gräben der Schottheide bei Cleve. Leg.: Herrenkohl 863.,51.77230453491211,6.065483093261719,,True,fuzzy,8,info,0.0762677813196583,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.065483093261719 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Potamogeton pusillus,Germany,"Germany: Nordrhein-Westfalen. Lache am Eisenbahnhofe zu Cleve. 1864-08-01 - 1864-08-31, Leg.: Herrenkohl 769.",51.78974151611328,6.145856380462647,1864-08-01,True,fuzzy,8,info,0.0758172769728859,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.145856380462647 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Potamogeton pusillus,Germany,"Germany: Nordrhein-Westfalen. Cleve: in Gräben. 1866-09-01 - 1866-09-30, Leg.: Herrenkohl 929.",51.77717590332031,6.157150268554688,1866-09-01,True,fuzzy,8,info,0.0757539730337959,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.157150268554688 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
Potamogeton lucens,Germany,"Germany: Nordrhein-Westfalen. Teiche bei der Wasserburg zu Cleve. 1868-08-01 - 1868-08-31, Leg.: Herrenkohl 1044.",51.80656051635742,6.130443096160889,1868-08-01,True,fuzzy,8,info,0.0759036707464617,iqr_detector,decimalLongitude,1,False,"decimalLongitude value 6.130443096160889 is outside the IQR fence [6.292, 16.996].",Info outlier detected in decimalLongitude by iqr_detector.
